tag_id,alpha,code_id
1,0.2678571428571428,1
2,0.22241379310344833,1
3,0.07455540355677148,1
4,0.10583262890955192,1
5,-0.012345679012345734,1
6,0.45934065934065926,1
7,0.4032345013477089,1
8,0.49382716049382713,1
9,0.49382716049382713,1
10,0.15876893014167082,1
11,0.5848101265822785,1
12,0.21313131313131306,1
13,0.22250316055625796,1
14,-0.0369186046511627,1
15,-0.1441860465116278,1
16,0.42577030812324923,1
17,0.3278688524590164,1
18,0.35669456066945604,1
19,0.35669456066945604,1
20,0.2012987012987012,1
21,0.394088669950739,1
22,0.16261427737794198,1
23,0.2422442244224423,1
24,0.44554633970429136,1
25,0.5403587443946188,1
26,0.10503005378044927,1
27,0.49382716049382713,1
28,0.6659519725557461,1
29,0.3665472458575907,1
30,0.33667180277349773,1
31,-0.008196721311475308,1
32,0.2743362831858407,1
33,0.39008264462809916,1
34,0.12588832487309642,1
35,0.37741221132552993,1
36,0.015315001740341172,1
37,0.17044757817290002,1
38,-0.025000000000000133,1
40,-0.004081632653061273,1
41,0.034753363228699596,1
42,-0.10810810810810811,1
43,-0.016528925619834656,1
44,-0.012345679012345734,1
45,-0.004081632653061273,1
46,-0.025000000000000133,1
93,-0.008196721311475308,1
94,-0.03361344537815136,1
98,0.5638344226579521,2
101,0.326530612244898,2
102,0.13113924050632908,2
103,0.42845723421262993,2
104,0.4387755102040817,2
106,0.7507625272331155,2
109,0.4172360062327699,2
111,0.4347826086956521,2
112,0.15217391304347827,2
113,0.27372360331462176,2
115,0.38327091136079894,2
117,0.3203422053231939,2
118,0.7473498233215548,2
120,0.5666666666666667,2
123,-0.005487909449494177,2
124,0.4405320813771517,2
125,0.1998401278976819,2
127,0.1588235294117647,2
129,0.5622448979591836,2
130,0.05376344086021512,2
131,0.38853255587949465,2
132,0.1998401278976819,2
133,0.6155913978494624,2
134,0.2773722627737226,2
137,0.12671755725190847,2
138,0.48375451263537905,2
140,0.3141486810551559,2
142,0.5870036101083032,2
143,0.7006802721088435,2
144,0.5274679884345312,2
145,0.35764705882352943,2
161,0.5179775280898876,2
166,0.27444649446494473,2
167,0.1768707482993197,2
168,0.4723247232472325,2
169,0.5666666666666667,2
170,-0.007042253521126751,2
171,0.38050541516245484,2
172,0.23118279569892475,2
175,0.3405797101449275,2
176,0.2517006802721088,2
177,0.49110320284697506,2
178,0.369390402075227,2
180,0.46840148698884754,2
181,0.243195564516129,2
182,0.5015842839036755,2
183,-0.010600706713780994,2
185,0.34578726648875335,2
190,0.603578629032258,2
191,0.8680811808118081,2
192,0.8037735849056604,2
193,1.0,2
194,1.0,2
195,-0.010600706713780994,2
196,0.5943262411347517,2
197,0.014065085493656926,2
204,0.4347826086956521,2
205,0.3344074471894021,2
206,0.6246719160104987,2
207,0.6908108108108109,2
208,0.29126953869614947,2
209,0.40094807628706863,2
210,0.2776474833122857,2
211,0.003050108932461937,2
212,0.24736842105263157,2
213,0.3669765382912793,2
214,0.3816216216216216,2
216,-0.021428571428571352,2
217,-0.0035087719298245723,2
219,0.4723247232472325,2
220,0.4368063014679555,2
289,0.40197152245345014,2
290,0.3607385811467444,2
292,0.4534729145895646,2
293,0.1244897959183674,2
294,-0.012837538733953213,2
299,0.0713328522832698,2
300,0.09053497942386834,2
304,0.3045267489711935,2
305,0.6643192488262911,2
306,0.6643192488262911,2
307,0.48745519713261654,2
308,,2
309,0.3405797101449275,2
311,0.2506894649751793,2
312,0.3501737503341352,2
314,0.49970845481049564,2
315,0.23118279569892475,2
316,0.2952010376134889,2
317,0.5904045828857858,2
318,0.27040816326530615,2
319,0.1333333333333333,2
320,0.6703900709219859,2
321,0.2759493670886076,2
322,0.5381136950904393,2
324,0.27444649446494473,2
325,0.36969696969696975,2
329,0.3345299827150645,2
330,0.37735849056603776,2
331,0.1518386714116251,2
332,0.66073546856465,2
333,0.4163265306122449,2
334,0.10606977213147817,2
335,0.24637681159420288,2
336,0.2990196078431372,2
337,0.3350383631713555,2
338,0.3662369057211925,2
339,1.0,2
340,-0.010600706713780994,2
342,0.6495098039215685,2
343,0.32207407407407407,2
344,0.4739130434782609,2
345,0.6630007855459544,2
346,0.27457197209892203,2
347,0.11678832116788329,2
348,0.5012787723785166,2
350,0.4992997198879552,2
351,0.3405797101449275,2
353,0.49731182795698925,2
354,0.4148936170212766,2
355,0.37690631808278874,2
356,0.06378600823045277,2
357,0.062962962962963,2
358,0.36559790280298454,2
359,0.5343283582089553,2
365,0.42585551330798477,3
367,0.41698841698841704,3
369,0.1611111111111111,3
371,0.5675830469644902,3
377,0.5197879858657244,3
378,0.7440677966101694,3
379,0.5821033210332103,3
380,1.0,3
381,,3
382,-0.010033444816053505,3
383,0.5946308724832214,3
384,0.2986629134412385,3
385,0.21280953267547942,3
386,0.40513055428309674,3
387,0.0820668693009119,3
388,1.0,3
389,0.8195937873357229,3
390,0.8684668989547039,3
394,0.4509090909090909,3
398,0.6575963718820861,3
399,0.19893899204244037,3
401,0.5407871198568872,3
406,0.21052631578947367,3
410,0.5038654812524159,3
411,0.49856603773584907,3
413,0.5813032283620518,3
414,0.25966697502312674,3
415,0.4797588285960379,3
419,0.5627413127413128,3
420,0.4113060428849903,3
421,0.22729211087420043,3
422,0.6711672473867596,3
423,0.7056530214424952,3
424,0.4738675958188153,3
432,0.2784982935153584,3
433,0.34820143884892085,3
434,0.4793701873347891,3
436,0.8305274971941639,3
437,0.27242401779095626,3
439,0.2940259740259741,3
440,0.4664310954063604,3
441,0.10452186805040775,3
443,0.44002282128084436,3
446,0.7288439955106623,3
448,0.5834482758620689,3
449,0.5006613756613756,3
450,0.8622514139755519,3
451,0.35791788856304985,3
458,0.5201588877855015,3
460,0.681993681993682,3
466,0.523157894736842,3
467,0.33960201180844085,3
471,0.48676207513416814,3
472,0.45878136200716846,3
478,0.3248882265275709,3
481,0.20105820105820105,3
482,0.10452186805040775,3
483,0.3362637362637363,3
487,0.4548736462093863,3
489,0.30133024869866976,3
493,0.7973154362416107,3
494,0.35971731448763256,3
495,0.20186257236345329,3
497,0.48664400194269064,3
498,0.6239103362391034,3
504,0.4450278273653261,3
505,0.4759976865240023,3
506,0.44097079391197036,3
507,0.4372670807453417,3
508,0.6907849829351536,3
510,0.5434618291761149,3
511,0.7440677966101694,3
513,0.7068909737948884,3
515,0.3167420814479638,3
516,0.32709447415329773,3
518,0.018638871857755923,3
520,0.48813559322033895,3
521,0.24968944099378887,3
522,0.696416083916084,3
525,0.05977584059775842,3
526,-0.20326334429547188,3
557,0.14628975265017674,3
558,0.16385602819028433,3
563,0.5877133105802048,3
564,0.3418430884184309,3
565,0.437526607066837,3
566,0.028707564026206,3
567,0.4683098591549296,3
568,0.2263623660922217,3
569,0.3529576152771309,3
570,0.0002837416059774389,3
571,0.1518925518925519,3
574,0.33054187192118223,3
576,0.47017543859649125,3
577,0.18405943937858837,3
578,0.49729504785684564,3
579,0.5124538745387455,3
580,0.48908814075452545,3
581,-0.01683501683501687,3
582,0.07235494880546067,3
595,-0.006666666666666599,3
596,-0.0033222591362125353,3
597,0.40564181062759674,3
598,1.0,3
599,0.5193633952254642,3
605,0.09850746268656707,3
606,0.3423344947735192,3
607,,3
608,0.10423728813559319,3
609,0.10900621118012432,3
611,0.2310185185185185,3
612,0.0,3
613,0.3815699658703071,3
614,-0.010033444816053505,3
615,0.2712355212355213,3
616,-0.0033222591362125353,3
617,0.27656794425087106,3
618,0.40286702916460704,3
619,0.09120370370370368,3
620,0.17542662116040952,3
621,0.23220338983050848,3
622,0.6267918932278793,3
623,0.25462772521596055,3
624,0.20105820105820105,3
625,0.5193633952254642,3
626,0.1763636363636364,3
627,0.031070584262073653,3
628,0.15379825653798251,3
629,0.6644444444444444,3
630,0.15263748597081928,3
631,0.0,3
633,0.5946308724832214,3
634,,3
635,0.14388599448360406,3
636,0.338330258302583,3
638,0.4215445908673,3
640,0.38327299730808506,3
641,0.548984468339307,3
642,0.14489887640449428,3
643,0.5603364606923327,3
644,0.8601851851851852,3
645,0.1351660939289805,3
646,0.26356431619589504,3
647,0.5805555555555555,3
648,0.1351660939289805,3
649,0.13306315433975013,3
650,0.4548736462093863,3
651,0.2164566345441068,3
652,0.09796893667861406,3
653,0.2774102744546094,3
654,-0.05964912280701751,3
656,0.1351660939289805,3
657,0.8969283276450511,3
658,0.3221099887766554,3
659,0.48676207513416814,3
660,0.4509090909090909,3
661,0.27904509283819634,3
662,0.3221099887766554,3
663,0.19893899204244037,3
664,-0.04137931034482745,3
665,-0.01342281879194629,3
666,1.0,3
667,0.5434618291761149,3
668,0.36639328628647727,3
669,0.2783751493428912,3
671,-0.010033444816053505,3
672,0.23000536768652702,3
673,-0.08633093525179847,3
674,0.2530035335689046,3
675,0.39165467625899275,3
676,-0.020270270270270174,3
678,0.2836812144212524,3
680,0.1258494840171155,3
681,0.3151927437641723,3
682,0.4372670807453417,3
683,0.3515834675254965,3
684,0.2784982935153584,3
685,0.07926829268292679,3
686,0.30813287514318444,3
687,0.2265634306134604,3
688,0.48464163822525597,3
689,0.17894216510133465,3
690,0.27904509283819634,3
691,-0.007412898443291294,3
692,0.13714285714285712,3
693,-0.023728813559322104,3
694,-0.002846299810246755,3
695,0.39194630872483227,3
696,-0.030716723549488067,3
697,0.5769197093074161,3
698,0.22164948453608246,3
699,-0.01342281879194629,3
700,0.20105820105820105,3
701,-0.0033222591362125353,3
702,0.000575539568345329,3
703,-0.006666666666666599,3
705,0.3418430884184309,3
706,-0.01683501683501687,3
708,-0.010033444816053505,3
709,,3
710,0.0,3
712,0.013501742160278662,3
713,-0.006666666666666599,3
715,-0.04498269896193774,3
716,0.17894216510133465,3
717,-0.020270270270270174,3
718,-0.01342281879194629,3
719,-0.010033444816053505,3
720,0.05234631293681358,3
721,0.0,3
722,-0.06338028169014076,3
723,-0.03424657534246589,3
724,0.0,3
725,0.25358378645575874,3
726,-0.006666666666666599,3
727,0.4249512670565303,4
728,-0.012875536480686733,4
729,0.48917748917748916,4
730,0.21333333333333337,4
732,0.101123595505618,4
743,0.6213903743315508,4
745,0.74235807860262,4
746,0.6199677938808374,4
747,1.0,4
748,,4
749,-0.008547008547008517,4
750,0.5931034482758621,4
751,0.3223954060705496,4
752,0.24986180210060804,4
753,0.51340206185567,4
754,0.0883631096088845,4
755,1.0,4
756,0.8561560341324664,4
757,0.9291291291291291,4
760,0.34872912127814093,4
767,0.3762114537444934,4
768,0.5442661913250149,4
769,0.6358024691358024,4
770,0.4755555555555556,4
772,0.7797875394774619,4
776,0.562962962962963,4
779,0.6845973939191446,4
780,0.4115132516386435,4
781,0.39721362229102164,4
782,0.4090598679717733,4
783,0.4872042491549976,4
784,0.853416149068323,4
785,0.4040404040404041,4
786,0.6581361661033317,4
787,0.5684681023973994,4
788,0.20362139917695476,4
789,0.16754850088183426,4
790,0.0864516129032259,4
791,0.3896551724137931,4
792,0.6594516594516595,4
793,0.21333333333333337,4
794,0.7165165165165166,4
795,-0.008547008547008517,4
796,0.7732222934016656,4
797,0.4660633484162896,4
799,-0.009625668449197988,4
800,0.26868392271235875,4
801,-0.02164502164502169,4
803,0.22707423580786024,4
807,0.3099415204678363,4
808,0.4429583005507475,4
810,0.8297258297258298,4
811,0.5243001119820829,4
812,0.5253419147224456,4
813,0.43540669856459335,4
814,0.5010570824524312,4
815,0.6188518572896784,4
816,0.7152051488334674,4
819,1.0,4
820,0.22707423580786024,4
821,0.42462413652986586,4
822,,4
823,-0.07762557077625565,4
824,-0.008547008547008517,4
